,p11,p13,p21,p23,market share,competitor share
8482,0.8349527204958959,0.1440651238502307,0.6523568631572559,0.034428260238783,0.8738874757949217,0.03437837694830437
8483,0.08978745772833951,0.6786175284808308,0.9742551650452396,0.0011915273900691078,1.665269954145466e-05,0.999307265285811
8484,0.9309998187402483,0.07705333916766564,0.2653087070159247,0.5083892016865924,0.9528187865813064,0.0015297110780230793
8485,0.8635163542408816,0.12593447559665158,0.9306630606288356,0.05987454439935477,0.010379446098517733,0.9540323469097853
8486,0.909000099508314,0.09958549812484073,0.3839792150072794,0.23505370114286012,0.9366837817691447,0.003178932085418424
8487,0.13141413409558744,0.7386341703842082,0.7430803453126548,0.05272528765701453,0.001074348845812847,0.9598854039153715
8488,0.7210178881616299,0.19701666535192072,0.5135399816478761,0.29909694422934974,0.8353670865235117,0.015405285413640961
8489,0.29002692288347254,0.6451620665852561,0.7609296975549763,0.020715158551645244,0.0005012362982483534,0.9844890603676412
8490,0.7548824195493552,0.1851811066316095,0.8350137495022889,0.03374152693769347,0.0036534479336484426,0.9739659369467517
8491,0.9449723924578796,0.09747440487114223,0.6537180415680527,0.0009774411965802888,0.9352515769918753,0.008776564873821948
8492,0.6715453972388011,0.30516353230806736,0.5845653063392817,0.08821058760802458,0.022701366906882976,0.891967280858238
8493,0.1498200203343456,0.7346486876449487,0.8607278571145245,0.11366036283736651,0.001967113181887475,0.9252273236939976
8494,0.3327333860416136,0.5252475713168892,0.30803870298285285,0.09068648379543154,0.011167434983033256,0.8303079210324786
8495,0.48798948306761625,0.24029011716559048,0.6318134385362391,0.01623904172182289,0.0013440094345799375,0.9845447141299926
8496,0.4614616421260104,0.22984293459522706,0.15676046288467937,0.5786200984712547,0.7210065983610271,0.011642753141881436
8497,0.3815624065352784,0.17807712081997895,0.9554270047739153,0.037158696296442494,0.0010720146867277836,0.9775541178579769
8498,0.4569734357266566,0.5377053898299903,0.3855799339661995,0.607936342523159,0.32180365277950224,0.0766142360036398
8499,0.6621174515711814,0.13666128884623713,0.4420797909923987,0.22323204107928396,0.8758534373383616,0.011839101835210333
8500,0.08781827954194354,0.7051710448679475,0.2545753179129764,0.09297367335554403,0.006951058335346078,0.8015785674920847
8501,0.9103529139710264,0.09381377772608179,0.24646531614332434,0.6099695168426332,0.9413679436404726,0.0017662658403842383
8502,0.09026220639497784,0.4760947777086103,0.9610659196122285,0.016775165784149067,0.00027031747561541273,0.9901040911082342
8503,0.4981208489568597,0.3940979947020046,0.029264068234233775,0.24558631520350938,0.5576181731999367,0.02742415988074019
8504,0.3293701930840449,0.1342875230499473,0.07315636595406405,0.388126759093701,0.7733543369340675,0.011895141907597951
8505,0.3773805727112445,0.614957937881519,0.4256063977531197,0.11298971157101324,0.008017785802805249,0.8474775225853917
8506,0.7694217824714884,0.18724282380897525,0.18172331626751603,0.42019740228184466,0.861570550440535,0.005330243970681863
8507,0.027083184078952383,0.5054127513287496,0.435277627542923,0.2913863966354433,0.014783829470064491,0.6306428192826444
8508,0.5563218325525605,0.21003119090722366,0.4310533154293875,0.47839802845541846,0.77833332646125,0.01595647614116172
8509,0.3827855564923449,0.3893980589589534,0.9770713611357339,0.017508720646597396,0.0003875945838076552,0.9897175398564199
8510,0.023134896669015026,0.6515642290981195,0.47221612694990733,0.4436431887464845,0.017530699286407662,0.48829164201819325
8511,0.35133676299928174,0.6208576585841584,0.1607998572404532,0.15559735498014557,0.05102602292787075,0.467822886097987
8512,0.09293998829159766,0.7198539174314981,0.3083731552640061,0.07023229679463822,0.004153653562249982,0.8744909690399578
8513,0.014441347046960318,0.7143558501265599,0.131294399363431,0.34430370577288044,0.030687525183229623,0.1428421791192171
8514,0.9832828689154889,0.05324170731807725,0.6538383496663234,0.32954034235426327,0.9681629134744604,0.0018860715065710583
8515,0.15834753749802188,0.1441004268606022,0.8278957558561992,0.003307311508580088,9.577677972400257e-05,0.997718942294282
8516,0.07351954312647935,0.7506005483994456,0.11772018434142173,0.30379460739213193,0.03264269855992549,0.15672723533182528
8517,0.8539727400696748,0.13988285745375384,0.765737408911702,0.18830186219835568,0.8873710931731194,0.022600023147464565
8518,0.2649148067699937,0.44196560437583454,0.2400008266311925,0.6471170012100995,0.202118787989266,0.0581947949160146
8519,0.303161687216258,0.459898605753165,0.39833312113004826,0.20468512107589412,0.02195660905557664,0.7031604611314703
8520,0.847616591290518,0.143680881637789,0.7419487982573892,0.2508282196537529,0.8911188028726207,0.015416421448605685
8521,0.5994855378467548,0.3899536243022129,0.8344565470792985,0.1526139065996931,0.007494084524856162,0.8917040399590558
8522,0.3104135838960854,0.1328702673857288,0.27374818848641,0.24897969886494434,0.7336395350082537,0.04017774023509271
8523,0.08376393604679944,0.25271804758333993,0.7317190606165522,0.18657141183165557,0.006160075823827531,0.855215814821789
8524,0.3663300694259939,0.6335711472561416,0.9134121187375783,0.0516810113208078,0.0010484562385505145,0.9676625674641253
8525,0.7374199663608584,0.10085917803130239,0.3922745239762614,0.04105311641513078,0.917802160671442,0.008317414726098505
8526,0.06495531128936782,0.5564417650986634,0.7402233081932648,0.22100808320834972,0.005201792433110925,0.8315888737927319
8527,0.8329667160042288,0.11602552884315429,0.18632089419131548,0.6019237888678648,0.9209453262876689,0.0023954057757005426
8528,0.2406908470500877,0.6765754531378325,0.1957166788157455,0.22903298926608892,0.0356834931837698,0.40207087852459744
8529,0.8405236214018738,0.1297744399368293,0.013637575215750042,0.4706992599204339,0.9127745389605955,0.0025054689223833497
8530,0.3660790796551492,0.5091788436627185,0.473553752744307,0.38238117178466574,0.044444526806248504,0.5271764364487385
8531,0.5554727741540522,0.3601553015698703,0.3829095458981697,0.4792241325298467,0.6200341342075866,0.0314162113193117
8532,0.9457380024221309,0.07851488828004374,0.07744891849268187,0.16484436767339197,0.9528364702484345,0.0016496720516088828
8533,0.3532987091579667,0.4254572129192329,0.09019917889095752,0.13844422499641282,0.3033035271812159,0.13596212544745928
8534,0.3676762264424587,0.3765064242932853,0.9205426064328868,0.03244283817887471,0.0008042129388699696,0.9797640029527942
8535,0.6426465542204332,0.284356427729941,0.07404070032413701,0.4199674672244812,0.7505368017148767,0.009920740494965778
8536,0.75767000577086,0.15402360986679836,0.887301385752583,0.022449668653894604,0.0020197838616381023,0.984000980856367
8537,0.9421063269155682,0.07359220135668393,0.19913420912451285,0.17284794696021222,0.955385125070789,0.0017714219482870537
8538,0.1325259845674629,0.1345262305088015,0.23620370569620885,0.36230625733542365,0.41784036740641717,0.10034581827086625
8539,0.2496571094495229,0.23316439359508168,0.9796552113242951,0.008826540903449457,0.00019007850756974298,0.9948512772807069
8540,0.14532337477316415,0.8167841657206297,0.31179058370992097,0.5224094126380702,0.03161682598430079,0.20314127365244705
8541,0.9121529113111911,0.09015078441732964,0.6712387018325904,0.23625763028131333,0.9404486991240046,0.005088069975601007
8542,0.45031360286495037,0.5413190702551768,0.8872501472431967,0.10589258805014388,0.002765790281269697,0.9313259536245866
8543,0.4124538028661042,0.3620808197888753,0.4194455769821934,0.24165860221914126,0.06431930775657244,0.6264263622905257
8544,0.4551000901952056,0.539606755686332,0.24861861945480712,0.41447776897746424,0.32364583455544016,0.07989941793853839
8545,0.789507529084258,0.16346438849469885,0.9153159307465587,0.054365524270048225,0.0052044197620316575,0.9619913757475651
8546,0.3703130972227252,0.5138995935679256,0.8716137161459115,0.023313715904484857,0.0005587321575216797,0.984672394003251
8547,0.9542909461985435,0.08709570106733863,0.029215789265268355,0.42980653859896206,0.9483422298031667,0.0014229141366575966
8548,0.5201650444042963,0.12865739623259795,0.7565084728422374,0.03810491859761475,0.0029522844475220137,0.9695014134788279
8549,0.7760394357440286,0.18681675944444817,0.95453395092071,0.009426278161707644,0.0005950002531727793,0.9939398753378419
8550,0.8946269576486675,0.1040334191243048,0.9917095278350978,0.002409845153378948,0.00028150815276258066,0.9983712361088848
8551,0.8529039200473194,0.10173239317993554,0.1920750385851293,0.1985247375582732,0.9318196715991072,0.0029361377347855316
8552,0.5280664491886157,0.32898843530954436,0.35671943280289964,0.4860406224539764,0.637745693503589,0.027395370139640135
8553,0.0014466085283816321,0.973734427801995,0.2953271843509395,0.12941084287429605,0.005741747444052688,0.7631633422896446
8554,0.16339367275225603,0.634394849003551,0.8520628502113023,0.08404398123745283,0.0015857601262556711,0.9440673198896036
8555,0.8803605357819055,0.11703378542459228,0.2512763095273496,0.3900857562423225,0.924094616937305,0.0028437785679545596
8556,0.8445041933070878,0.11466350026887431,0.1405327057118949,0.6251875371187087,0.9230771549170765,0.0021846103691245686
8557,0.135675632266144,0.740199648290062,0.5125994311648773,0.10134227362553967,0.003391047399627068,0.8890118078647634
8558,0.08870612450711235,0.5217976991362265,0.3489425417533255,0.40804169079307084,0.03187090948647576,0.3802678160978446
8559,0.5458647227557362,0.14835739840615433,0.3798736436910992,0.0786651476113642,0.8147015474547481,0.04235927550208491
8560,0.8345252625463403,0.16186327964240516,0.003326949333940621,0.25953269416985153,0.8902593851378208,0.0037708025380258905
8561,0.5260785524741227,0.41443794701982795,0.37836234976438576,0.00739038137804037,0.001236992350390972,0.987846644367604
8562,0.6884004645124744,0.2568988392530076,0.8398357631082586,0.13963117301378655,0.011858499928004354,0.8966285072332223
8563,0.1468656121276437,0.46473723625740626,0.008580473171755476,0.6600880354698231,0.09575242924044154,0.0346281544140068
8564,0.22686170174427434,0.14327110175151014,0.6442104291386388,0.07913862493869561,0.00458429981859405,0.9288762652495658
8565,0.8760681892096069,0.10498541477875846,0.9118591020700284,0.0038578421576165095,0.0012699759009751023,0.9963388133998948
8566,0.7262941592739639,0.15244195502557467,0.27094081769262335,0.3375227969147899,0.8794947562224583,0.005897488997842215
8567,0.9861935135465459,0.07180728232447058,0.0899825945901429,0.3256049622612892,0.958680712081294,0.0012505282552367576
8568,0.28844497195878305,0.19249764931946556,0.6028616466388248,0.07496971439457413,0.005174964732818916,0.9273883696561793
8569,0.11706113834521803,0.47331070516717966,0.33519746843781306,0.5861091843900466,0.0601202460068223,0.16766028505792369
8570,0.4982946554043268,0.34429107659086394,0.6446033632159344,0.26437472008855795,0.028906360011948143,0.7482981188573556
8571,0.6194104808574956,0.36959921843288945,0.8111025001862088,0.09247510763777175,0.004862328277701489,0.9321760993275329
8572,0.17915149408190545,0.3338739112609001,0.08439605926095606,0.34859637945553035,0.19414585733638218,0.07583275943019727
8573,0.35451581609159943,0.5495131710039578,0.7035883337981642,0.1477420824566543,0.00516434472790758,0.8795994462015465
8574,0.03599014729583394,0.4662587892105783,0.26327159471925543,0.04511548276785218,0.0041275851923436215,0.9057895434065153
8575,0.5095575406464385,0.324280019059469,0.7108287631793043,0.007272064371984236,0.0003943466012817056,0.9939682106367801
